locus_tag	GRYC_note
CR_00620C_A	Phenotype:viable (null)viable (unspecified), viable (null), viable (null)viable (unspecified)auxotrophy (unspecified)
CR_00630W_A	Putative transcriptional activator; expression upregulated during growth in the mouse cecum; Spider biofilm induced
CR_00640W_A	Phenotype:viable (null)viable (unspecified)auxotrophy (unspecified)viable (null)
CR_00650W_A	Phenotype:viable (null), decreased resistance to chemicals (null)
CR_00660W_A	Phenotype:viable (null)viable (null)
CR_00670C_A	Putative 2'-O-methyltransferase with a predicted role in tRNA modification; transcription is activated in the presence of elevated CO2
CR_00680W_A	Protein with a predicted role in 18S rRNA maturation and small ribosomal subunit biogenesis; repressed in core stress response; repressed by prostaglandins
CR_00690C_A	Ortholog(s) have alpha-1,4-glucosidase activity, role in N-glycan processing, polysaccharide biosynthetic process and endoplasmic reticulum lumen, glucosidase II complex localization
CR_00700W_A	Ortholog of <i>C. dubliniensis CD36</i> : Cd36_25800, <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_116265, <i>Debaryomyces hansenii CBS767</i> : DEHA2E17380g and <i>Pichia stipitis Pignal</i> : PICST_62836
CR_00710C_A	Phenotype:decreased competitive fitness (null), viable (null)viable (null)viable (null), normal colony appearance (null), normal rate vegetative growth (null)
CR_00720W_A	Ortholog of <i>Candida albicans WO-1</i> : CAWG_01431
CR_00740C_A	Phenotype:normal chlamydospore formation (null), viable (null), normal ionic stress resistance (null), abnormal cell wall morphology (null), normal resistance to chemicals (null), increased cell size (null), normal hyphal growth (null)
CR_00750C_A	Phenotype:viable (null)
CR_00760C_A	Phenotype:normal competitive fitness (null), normal colony appearance (null), normal rate vegetative growth (null), viable (null)viable (null), decreased invasive growth (null)
CR_00770W_A	Ortholog of <i>Candida albicans WO-1</i> : CAWG_01435
CR_00780C_A	UDP glucose/starch glucosyltransferase; transcript repressed by yeast-hyphal switch, Efg1-regulated; strong oxidative stress induced; colony morphology-related regulation by Ssn6; stationary phase enriched; flow model biofilm induced
CR_00790C_A	Phenotype:decreased invasive growth (null)
CR_00800C_A	Phenotype:viable (null)
CR_00810W_A	Ortholog of <i>C. dubliniensis CD36</i> : Cd36_25870, <i>C. parapsilosis CDC317</i> : CPAR2_804000, <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_115661 and <i>Debaryomyces hansenii CBS767</i> : DEHA2B05852g
CR_00820C_A	Phenotype:viable (null)viable (null)
CR_00830W_A	Phenotype:decreased cell size (null)
CR_00840C_A	Ortholog of <i>Candida albicans WO-1</i> : CAWG_01442
CR_00850C_A	Phenotype:viable (null)
CR_00860C_A	Phenotype:decreased invasive growth (null)
CR_00870C_A	Phenotype:viable (null), viable (null)haploinsufficient (null), decreased invasive growth (null)
CR_00880W_A	Ortholog of <i>C. dubliniensis CD36</i> : Cd36_25930, <i>C. parapsilosis CDC317</i> : CPAR2_800910, <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_132053 and <i>Debaryomyces hansenii CBS767</i> : DEHA2E17160g
CR_00890C_A	Ortholog of <i>C. parapsilosis CDC317</i> : CPAR2_800920, <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_109948, <i>Debaryomyces hansenii CBS767</i> : DEHA2E17182g and <i>Pichia stipitis Pignal</i> : psti_CGOB_00115
CR_00900W_A	Phenotype:viable (null)
CR_00910W_A	Protein of unknown function; Spider biofilm repressed
CR_00920W_A	Phenotype:decreased cell size (null), decreased invasive growth (null)
CR_00930W_A	Putative fungal-specific transmembrane protein; rat catheter and Spider biofilm induced
CR_00970W_A	Putative fungal-specific transmembrane protein
CR_00980C_A	Ortholog(s) have phosphopantothenoylcysteine decarboxylase activity, role in coenzyme A biosynthetic process, response to salt stress and CoA-synthesizing protein complex, phosphopantothenoylcysteine decarboxylase complex localization
CR_00990W_A	Phenotype:viable (null)
CR_01000C_A	Phenotype:normal germ tube formation (null), viable (null)viable (null)viable (null), decreased virulence (null), viable (null), decreased osmotic stress resistance (null), decreased hyphal growth (null), viable (null)viable (repressible), viable (null)viable (null)
CR_01010W_A	Phenotype:increased filamentous growth (null), decreased rate vegetative growth (null), decreased cell size (null), increased telomere length (null), viable (null)viable (repressible)viable (null)
CR_01020C_A	Phenotype:viable (null)
CR_01030W_A	Phenotype:decreased adhesion (null), viable (null)viable (null)
CR_01040C_A	Phenotype:decreased cell size (null), viable (null), decreased resistance to chemicals (null)
CR_01050C_A	Phenotype:viable (null)
CR_01060W_A	Phenotype:absent hyphal growth (null), viable (null)viable (null)
CR_01070W_A	Ortholog of <i>C. dubliniensis CD36</i> : Cd36_26070, <i>C. parapsilosis CDC317</i> : CPAR2_803220, <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_131795 and <i>Debaryomyces hansenii CBS767</i> : DEHA2E12694g
CR_01080W_A	Phenotype:inviable (null)viable (null), inviable (null)
CR_01090W_A	Ortholog of <i>C. dubliniensis CD36</i> : Cd36_26090, <i>C. parapsilosis CDC317</i> : CPAR2_801510, <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_137093 and <i>Debaryomyces hansenii CBS767</i> : DEHA2F20548g
CR_01100C_A	Ortholog(s) have role in mitochondrial respiratory chain complex assembly and mitochondrion localization
CR_01110W_A	Phenotype:inviable (null)viable (null)viable (null)
CR_01120C_A	Phenotype:inviable (null)viable (null)viable (null)viable (null)
CR_01130W_A	Phenotype:inviable (null)viable (null)viable (null)viable (null)viable (null)
CR_01140C_A	Phenotype:decreased rate vegetative growth (repressible), inviable (null)viable (null)viable (null)viable (null)viable (null)inviable (null), inviable (null)viable (null)viable (null)viable (null)viable (null)inviable (null)inviable (null)viable (null)viable (null), absent virulence (repressible), inviable (null)viable (null)viable (null)viable (null)viable (null)inviable (null)inviable (null)viable (null), viable (null), inviable (null)viable (null)viable (null)viable (null)viable (null)inviable (null)inviable (null)viable (null)viable (null)inviable (repressible)inviable (repressible), decreased resistance to chemicals (null), inviable (null)viable (null)viable (null)viable (null)viable (null)inviable (null)inviable (null), inviable (null)viable (null)viable (null)viable (null)viable (null)inviable (null)inviable (null)viable (null)viable (null)inviable (repressible)
CR_01150C_A	Protein with a predicted role in sister chromatid cohesion; cell-cycle regulated periodic mRNA expression
CR_01160W_A	Ortholog of <i>Candida albicans WO-1</i> : CAWG_01469
CR_01170W_A	Phenotype:normal competitive fitness (null), decreased cell size (null), viable (null), normal colony appearance (null), normal rate vegetative growth (null), viable (null)viable (null)
CR_01180W_A	Putative F-actin capping protein subunit alpha; possibly an essential gene, disruptants not obtained by UAU1 method
CR_01190C_A	Phenotype:viable (null)
CR_01200W_A	Phenotype:viable (null)viable (null)
CR_01210C_A	Phenotype:viable (null)viable (null)viable (null), viable (null)viable (null)viable (null)viable (null)
CR_01220W_A	Phenotype:viable (null), decreased resistance to chemicals (null)
CR_01230C_A	Phenotype:viable (null)viable (null)
CR_01240C_A	Phenotype:abnormal vacuolar distribution (null), viable (null)viable (null)viable (null), viable (null), decreased resistance to chemicals (null)
CR_01250C_A	Phenotype:viable (null)haploinsufficient (null)haploinsufficient (null), viable (null)haploinsufficient (null)
CR_01260W_A	Phenotype:viable (null)haploinsufficient (null)haploinsufficient (null)viable (null)
CR_01270C_A	Phenotype:viable (null)haploinsufficient (null)haploinsufficient (null)viable (null)viable (null)
CR_01280C_A	Phenotype:normal competitive fitness (null), normal colony appearance (null), normal rate vegetative growth (null), viable (null)haploinsufficient (null)haploinsufficient (null)viable (null)viable (null)viable (null), viable (null)haploinsufficient (null)haploinsufficient (null)viable (null)viable (null)viable (null)viable (null)
CR_01290C_A	Phenotype:decreased cell size (null), viable (null)
CR_01300W_A	Putative 12kDa subunit of mitochondrial NADH- ubiquinone oxidoreductase; gene has intron
CR_01310W_A	F1-ATP synthase complex subunit; caspofungin repressed; flucytosine and macrophage/pseudohyphal- induced; present in exponential and stationary growth phases; Hap43p-induced gene
CR_01320C_A	Phenotype:viable (null)
CR_01330W_A	Phenotype:increased cell size (null)
CR_01340W_A	Phenotype:normal competitive fitness (null), viable (null), normal colony appearance (null), normal rate vegetative growth (null), viable (null)viable (null)
CR_01350C_A	Phenotype:viable (null)
CR_01360W_A	Phenotype:viable (null)viable (null), increased cell size (null)
CR_01370C_A	Ortholog(s) have structural constituent of ribosome activity and mitochondrial small ribosomal subunit localization
CR_01380W_A	Phenotype:decreased invasive growth (null)
CR_01390W_A	Phenotype:viable (null), increased resistance to chemicals (overexpression)
CR_01400W_A	Phenotype:viable (null)
CR_01410C_A	Phenotype:viable (null)viable (null)
CR_01420W_A	Phenotype:viable (null)viable (null)viable (null), absent virulence (repressible), decreased invasive growth (null)
CR_01430W_A	Ortholog of S. cerevisiae Gpa15; involved in the synthesis of glycosylphosphatidylinositol (GPI) anchors; shuman Pig-H, which is also involved in GPI assembly; Spider biofilm induced
CR_01440C_A	Protein of unknown function; Spider biofilm repressed
CR_01460C_A	Dubious open reading frame
CR_01470W_A	Phenotype:normal germ tube formation (null), decreased virulence (null), decreased adhesion (null), viable (null)
CR_01480W_A	Phenotype:viable (null)
CR_01490C_A	Phenotype:viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null), viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null), viable (null)haploinsufficient (null)haploinsufficient (null), viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null), viable (null)haploinsufficient (null), viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)
CR_01500W_A	Phenotype:decreased filamentous growth (null), normal competitive fitness (null), viable (null), increased filamentous growth (unspecified), normal colony appearance (null), normal rate vegetative growth (null), viable (null)viable (null)
CR_01510C_A	Protein of unknown function; transcript detected on high-resolution tiling arrays
CR_01520W_A	Phenotype:normal competitive fitness (null), decreased virulence (null), viable (null), normal rate vegetative growth (null), decreased resistance to chemicals (null), viable (null)viable (null), abnormal colony appearance (null)
CR_01530C_A	Protein of unknown function; transcript detected on high-resolution tiling arrays
CR_01540W_A	Similar to silencing proteins; increased transcription is observed upon fluphenazine treatment; rat catheter biofilm repressed
CR_01550C_A	Phenotype:viable (null)
CR_01560W_A	Ortholog(s) have nucleus localization
CR_01570W_A	Phenotype:viable (null)viable (null)
CR_01580C_A	Phenotype:decreased resistance to chemicals (null)
CR_01590C_A	Phenotype:haploinsufficient (null), decreased competitive fitness (null), decreased cell size (null), viable (null), normal colony appearance (null), normal rate vegetative growth (null), viable (null)viable (null)
CR_01600C_A	Has domain(s) with predicted RNA binding, ribonuclease activity
CR_01610C_A	Phenotype:decreased rate hyphal growth (null), decreased UV resistance (null), decreased rate vegetative growth (null), decreased heat sensitivity (null), viable (null), delayed cell cycle progression through the G2/M phase transition (null), decreased resistance to chemicals (null), abnormal cell shape (null)
CR_01620C_A	Phenotype:viable (null)inviable (null)viable (null)auxotrophy (repressible), decreased cell size (null), viable (null)inviable (null), viable (null)inviable (null)viable (null)
CR_01630C_A	Phenotype:viable (null)
CR_01640C_A	Phenotype:viable (null)viable (null)
CR_01650W_A	Phenotype:viable (null)viable (null)viable (null), absent virulence (repressible)
CR_01660C_A	Phenotype:viable (null)
CR_01670W_A	Has domain(s) with predicted zinc ion binding activity and nucleus localization
CR_01680C_A	Phenotype:increased filamentous growth (null), viable (null)viable (null)viable (null), viable (null), abnormal filamentous growth (repressible), viable (null)viable (repressible), increased germ tube formation (null), viable (null)viable (null), increased filamentous growth (repressible)
CR_01690C_A	Phenotype:viable (null)viable (repressible)inviable (null)viable (null), absent virulence (repressible), viable (null)viable (repressible)inviable (null)
CR_01700C_A	Phenotype:viable (null)
CR_01710W_A	Putative nucleolar protein; implicated in ribosome biogenesis; rat catheter biofilm repressed
CR_01720W_A	Predicted intermediate filament protein; required for nuclear and mitochondrial transmission to daughter buds in S. cerevisiae; Spider biofilm induced
CR_01730W_A	Phenotype:increased cell size (null)
CR_01740W_A	Phenotype:decreased competitive fitness (null), decreased rate vegetative growth (null), viable (null), decreased hyphal growth (null), decreased resistance to chemicals (null), absent biofilm formation (null)
CR_01750C_A	Phenotype:decreased protein secretion (dominant negative), abnormal protein transport (dominant negative), inviable (repressible)viable (null), decreased resistance to chemicals (null), decreased rate vegetative growth (dominant negative), inviable (repressible), inviable (null)
CR_01760C_A	Phenotype:viable (null), decreased resistance to chemicals (null)
CR_01770C_A	Phenotype:viable (null)viable (null)
CR_01780W_A	Phenotype:viable (null)viable (null)viable (null)
CR_01790C_A	Msh4 ortholog of S. cerevisiae; involved in meiotic recombination and is required for normal levels of crossing over; Spider biofilm induced
CR_01800C_A	Phenotype:decreased phenotypic switching (null), viable (null), viable (null)viable (null)viable (null)viable (null)
CR_01810C_A	Phenotype:viable (null)viable (null), increased cell size (null)
CR_01820W_A	Phenotype:viable (null)
CR_01830C_A	Phenotype:viable (null)viable (null)viable (null), viable (null)viable (null)
CR_01870C_A	Ortholog of <i>Candida albicans WO-1</i> : CAWG_01548
CR_01900C_A	Putative transporter; Hap43, flucytosine repressed; possibly essential, disruptants not obtained by UAU1 method; Spider biofilm induced
CR_01910C_A	Putative dethiobiotin synthetase; transcript upregulated in clinical isolates from HIV+ patients with oral candidiasis; Hap43-repressed; GlcNAc-induced protein; Spider biofilm induced
CR_01920W_A	Ortholog(s) have adenosylmethionine-8-amino-7- oxononanoate transaminase activity and role in biotin biosynthetic process
CR_01930C_A	Phenotype:absent virulence (repressible)
CR_01950W_A	Phenotype:viable (null)
CR_01960C_A	Phenotype:viable (null)viable (null)
CR_01970C_A	Phenotype:viable (null)viable (null)viable (null), decreased cell size (null)
CR_01980C_A	Phenotype:viable (null)
CR_01990C_A	Phenotype:viable (null)viable (null), decreased adhesion (repressible)
CR_02000C_A	Phenotype:viable (null), viable (null)viable (null)auxotrophy (null), viable (null)viable (null)auxotrophy (null)viable (null), viable (null)viable (null)
CR_02020C_A	Phenotype:increased toxin resistance (null), viable (null), viable (null)viable (null)auxotrophy (null)viable (null)viable (null)viable (null), decreased resistance to chemicals (null), viable (null)viable (null)auxotrophy (null)viable (null)viable (null)
CR_02030C_A	Phenotype:viable (null)viable (null), decreased invasive growth (null)
CR_02040W_A	Phenotype:normal competitive fitness (null), viable (null), normal colony appearance (null), normal rate vegetative growth (null), viable (null)viable (null)
CR_02050C_A	Phenotype:decreased filamentous growth (null), viable (null)viable (null)viable (null)viable (null)viable (null), viable (null)viable (null)viable (null), viable (null), normal phenotypic switching (null), viable (null)viable (null)viable (null)viable (null)viable (null)viable (null), viable (null)viable (null)viable (null)viable (null), viable (null)viable (null), delayed germ tube formation (null), decreased invasive growth (null), increased phenotypic switching (null)
CR_02060W_A	Protein of unknown function; Spider biofilm induced
CR_02070C_A	Phenotype:abnormal biofilm formation (overexpression), viable (null), decreased invasive growth (null)
CR_02090C_A	Phenotype:decreased rate vegetative growth (null), viable (null), viable (null)inviable (null), inviable (repressible)viable (null)viable (unspecified), inviable (repressible)viable (null), decreased resistance to chemicals (null), viable (null)viable (null), inviable (repressible)
CR_02100C_A	Phenotype:decreased cell size (null)
CR_02110W_A	Phenotype:viable (null)
CR_02120C_A	Phenotype:normal competitive fitness (null), viable (null), normal colony appearance (null), normal rate vegetative growth (null), normal biofilm formation (null), viable (null)viable (null), increased cell size (null), decreased survival rate in stationary phase (null)
CR_02130W_A	Phenotype:normal competitive fitness (null), decreased filamentous growth (unspecified), viable (null), normal colony appearance (null), normal rate vegetative growth (null), viable (null)viable (null)
CR_02140W_A	Phenotype:decreased virulence (misexpression), increased filamentous growth (null), absent invasive growth (null), decreased filamentous growth (unspecified), decreased germ tube formation (null), decreased vegetative growth (null), decreased virulence (null), abnormal hyphal growth (null), viable (null), viable (repressible), decreased hyphal growth (null), delayed hyphal growth (null), increased heat sensitivity (null), abnormal budding pattern (null), decreased resistance to chemicals (null), viable (null)viable (null), normal heat sensitivity (null), abnormal actin cytoskeleton morphology (null), abnormal interaction with host/environment (null), increased cell size (null), normal hyphal growth (null), decreased hyphal growth (repressible), abnormal filamentous growth (null)
CR_02150W_A	Phenotype:viable (null)
CR_02160W_A	UDP-glucose:sterol glucosyltransferase; enzyme of sterol glucoside (membrane-bound lipid) biosynthesis; has UDP-sugar binding domain; activity is UDP-glucose-specific in vitro; enzyme does not use UDP-mannose; Mig1-regulated
CR_02170W_A	Phenotype:viable (null)viable (null), normal virulence (repressible)
CR_02180W_A	Putative constitutive acid phosphatase; Rim101- repressed; DTT-extractable; N-glycosylated; possibly an essential gene, disruptants not obtained by UAU1 method
CR_02190C_A	Phenotype:haploinsufficient (null), decreased competitive fitness (null), viable (null), decreased hyphal growth (null), normal colony appearance (null), normal rate vegetative growth (null), decreased alkaline pH resistance (null), normal biofilm formation (null), decreased resistance to chemicals (null), viable (null)viable (null), decreased survival rate in stationary phase (null)
CR_02200C_A	Phenotype:increased filamentous growth (null), decreased UV resistance (null), decreased rate vegetative growth (null), haploinsufficient (null)viable (null), decreased oxidative stress resistance (null), decreased resistance to chemicals (null), increased phenotypic switching (null)
CR_02210W_A	Phenotype:viable (null)
CR_02220C_A	Oligopeptide transporter; transcript induced by macrophage phagocytosis, BSA or peptides; fluconazole- induced; induced by Rim101 at pH 8; virulence-group- correlated expression; Hap43-repressed; Spider biofilm induced
CR_02230W_A	Protein of unknown function; orf19.3747 and orf19.3748 are short, overlapping ORFs in intergenic region between 2 oligopeptide transporter-encoding genes; flow model biofilm induced
CR_02240C_A	Oligopeptide transporter; induced upon phagocytosis by macrophage; macrophage/pseudohyphal-repressed after 16h; fluconazole-induced; virulence-group-correlated expression; Hap43-repressed
CR_02250C_A	Phenotype:decreased filamentous growth (null), viable (null), decreased biofilm formation (null)
CR_02260C_A	Phenotype:decreased invasive growth (null)
CR_02270C_A	Protein of unknown function; Spider biofilm induced; upregulated in a cyr1 null mutant
CR_02280W_A	Phenotype:viable (null), decreased resistance to chemicals (null)
CR_02290W_A	Phenotype:increased adhesion (null), increased adhesion (overexpression), viable (null)viable (null)
CR_02300C_A	Protein with a Vps9 vacuolar protein sorting protein domain; Hap43-repressed; repressed by ciclopirox olamine; Spider biofilm induced
CR_02330C_A	Phenotype:normal competitive fitness (null), viable (null), normal colony appearance (null), normal rate vegetative growth (null), viable (null)viable (null)
CR_02340W_A	Phenotype:increased cell size (null)
CR_02350C_A	Phenotype:viable (null)
CR_02360W_A	Isocitrate dehydrogenase; white-opaque switch regulated; morphology-regulation by Ssn6; protein in exponential and stationary phase yeast; Hap43-repressed; Spider biofilm repressed by Bcr1, Tec1, Ndt80, Rob1, Brg1; Spider biofilm induced
CR_02370W_A	Putative C-4 methyl sterol oxidase; C4- demethylation of ergosterol biosynthesis intermediates, based on similarity to S. cerevisiae Erg25; fluconazole- induced; induced in azole-resistant strain; rat catheter and Spider biofilm induced
CR_02380C_A	Protein similar to S. cerevisiae Kre27p, which has a role in resistance to killer toxin; predicted Kex2p substrate
CR_02390W_A	Ortholog(s) have protein phosphatase 1 binding, protein phosphatase regulator activity, role in chromosome segregation, regulation of phosphoprotein phosphatase activity and cytoplasm localization
CR_02400W_A	Phenotype:viable (null)viable (null)
CR_02410W_A	Ortholog of <i>C. dubliniensis CD36</i> : Cd36_65640 and <i>Candida albicans WO-1</i> : CAWG_01583
CR_02420W_A	Phenotype:viable (null)viable (null)viable (null), decreased cell size (null)
CR_02430C_A	Phenotype:normal competitive fitness (null), decreased rate vegetative growth (null), decreased cell size (null), viable (null), normal colony appearance (null)
CR_02440W_A	Phenotype:haploinsufficient (null)
CR_02460W_A	Phenotype:haploinsufficient (null), normal competitive fitness (null), haploinsufficient (null)viable (null)viable (null), normal colony appearance (null), normal rate vegetative growth (null), haploinsufficient (null)viable (null), decreased invasive growth (null)
CR_02480W_A	Dubious open reading frame
CR_02490W_A	Phenotype:normal competitive fitness (null), viable (null), normal colony appearance (null), normal rate vegetative growth (null)
CR_02500W_A	Ortholog of <i>C. dubliniensis CD36</i> : Cd36_27430, <i>C. parapsilosis CDC317</i> : CPAR2_802450, <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_113969 and <i>Debaryomyces hansenii CBS767</i> : DEHA2A13002g
CR_02510W_A	Phenotype:normal competitive fitness (null), increased resistance to chemicals (null), viable (null)viable (null)viable (null), viable (null), normal colony appearance (null), normal rate vegetative growth (null), normal virulence (null), normal biofilm formation (null), viable (null)viable (null), decreased survival rate in stationary phase (null)
CR_02520W_A	Phenotype:viable (null)
CR_02530W_A	Phenotype:decreased cell size (null), viable (null)viable (null)
CR_02540W_A	Phenotype:decreased cell size (null), viable (null)
CR_02550C_A	Ortholog(s) have role in U4 snRNA 3'-end processing, exonucleolytic trimming to generate mature 3'- end of 5.8S rRNA from tricistronic rRNA transcript (SSU- rRNA, 5.8S rRNA and LSU-rRNA), <a href=#GOsection>more</a>
CR_02560C_A	Phenotype:normal competitive fitness (null), viable (null), decreased hyphal growth (null), normal colony appearance (null), normal rate vegetative growth (null), absent respiratory growth (null), viable (null)viable (null)
CR_02570C_A	Ortholog(s) have triglyceride lipase activity, role in triglyceride catabolic process and peroxisomal matrix localization
CR_02580W_A	Ortholog(s) have pantoate-beta-alanine ligase activity, role in pantothenate biosynthetic process and cytosol, nucleus localization
CR_02590C_A	Phenotype:viable (null)
CR_02600W_A	Ortholog of <i>C. dubliniensis CD36</i> : Cd36_27570, <i>C. parapsilosis CDC317</i> : CPAR2_801010, <i>Candida tenuis NRRL Y-1498</i> : cten_CGOB_00198 and <i>Debaryomyces hansenii CBS767</i> : DEHA2E09306g
CR_02610C_A	Phenotype:decreased cell size (null), viable (null)viable (null)
CR_02620C_A	Phenotype:decreased competitive fitness (null), decreased rate vegetative growth (null), viable (null), viable (null)viable (null)
CR_02630C_A	Essential component of the conserved oligomeric Golgi complex; role in fusion of transport vesicles to Golgi compartments; rat catheter biofilm repressed
CR_02640W_A	Phenotype:decreased filamentous growth (null), increased filamentous growth (null), decreased competitive fitness (null), increased pseudohyphal growth (overexpression), viable (null)viable (null)viable (null), decreased virulence (null), viable (null), increased filamentous growth (unspecified), normal interaction with host/environment (null), normal rate vegetative growth (null), normal virulence (overexpression), viable (null)viable (null), normal hyphal growth (overexpression), absent virulence (null), abnormal colony appearance (null), abnormal filamentous growth (null)
CR_02650C_A	Phenotype:viable (null), normal virulence (repressible), decreased resistance to chemicals (unspecified)
CR_02670C_A	Phenotype:decreased cell size (null)
CR_02680W_A	Phenotype:viable (null)
CR_02690W_A	Phenotype:viable (null)viable (null)
CR_02700W_A	Ortholog(s) have role in protein transport and endoplasmic reticulum, nuclear envelope localization
CR_02710W_A	Phenotype:increased resistance to chemicals (null), viable (null)
CR_02720C_A	Phenotype:viable (null)viable (null)
CR_02740W_A	Phenotype:increased cell size (null)
CR_02750C_A	Phenotype:abnormal interaction with host/environment (null)
CR_02760C_A	Phenotype:viable (null), increased phenotypic switching (null)
CR_02770C_A	Phenotype:viable (null)
CR_02780W_A	Phenotype:normal competitive fitness (null), viable (null)viable (null)viable (null), normal colony appearance (null), normal rate vegetative growth (null), viable (null)viable (null)
CR_02790C_A	Phenotype:viable (null)
CR_02800C_A	Phenotype:normal competitive fitness (null), viable (null), normal colony appearance (null), normal rate vegetative growth (null), decreased resistance to chemicals (null), viable (null)viable (null)
CR_02810W_A	Cirt family transposase; transcript repressed in an azole-resistant strain that overexpresses CDR1 and CDR2; Hap43-repressed; flow model biofilm induced
CR_02820W_A	Phenotype:viable (null), viable (null)viable (null)
CR_02850C_A	Phenotype:decreased competitive fitness (null), decreased ionic stress resistance (null), decreased metal resistance (null), viable (null), normal rate vegetative growth (null), increased heat sensitivity (null), decreased resistance to chemicals (null), viable (null)viable (null), abnormal colony appearance (null)
CR_02860W_A	Phenotype:viable (null)inviable (repressible), absent virulence (repressible), viable (null), inviable (repressible)viable (null), decreased resistance to chemicals (null), inviable (repressible)
CR_02870W_A	Phenotype:viable (null)
CR_02880W_A	Protein of unknown function; Hap43-repressed; induced in core caspofungin response; regulated by yeast- hypha switch; Spider biofilm repressed
CR_02890C_A	Phenotype:viable (null)viable (null)
CR_02910W_A	Phenotype:viable (null)viable (null)viable (null)
CR_02920C_A	Phenotype:normal flocculation (null), viable (null), normal invasive growth (null), increased osmotic stress resistance (null), abnormal biofilm formation (null), normal virulence (null), decreased freeze-thaw resistance (null), decreased freeze-thaw resistance (repressible), viable (null)viable (null)viable (null)viable (null), abnormal biofilm formation (repressible), normal hyphal growth (null)
CR_02930W_A	Phenotype:normal competitive fitness (null), normal colony appearance (null), normal rate vegetative growth (null), viable (null)viable (null)
CR_02940C_A	Phenotype:viable (null)
CR_02950C_A	Phenotype:viable (null)viable (null)
CR_02960W_A	Protein of unknown function; rat catheter biofilm induced
CR_02970C_A	Phenotype:viable (null)viable (null)viable (null)
CR_02980C_A	Phenotype:decreased cell size (null), viable (null)viable (null)viable (null)viable (null)
CR_02990C_A	Phenotype:decreased virulence (repressible), viable (null)
CR_03000C_A	Ortholog of <i>C. dubliniensis CD36</i> : Cd36_28090, <i>C. parapsilosis CDC317</i> : CPAR2_802560, <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_104949 and <i>Debaryomyces hansenii CBS767</i> : DEHA2A12848g
CR_03010C_A	Phenotype:viable (null)
CR_03020C_A	Phenotype:viable (null)viable (null)
CR_03030C_A	Phenotype:decreased cell size (null)
CR_03040C_A	Phenotype:viable (null)
CR_03050C_A	Phenotype:viable (null), viable (null)viable (null), abnormal filamentous growth (unspecified), abnormal colony appearance (null)
CR_03060W_A	Phenotype:viable (null)viable (null), decreased invasive growth (null)
CR_03070W_A	Phenotype:viable (null)
CR_03080C_A	Phenotype:viable (null)haploinsufficient (null)haploinsufficient (null), viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null), viable (null)haploinsufficient (null), viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)
CR_03090C_A	Phenotype:viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)viable (null)
CR_03100W_A	Phenotype:increased filamentous growth (null), viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)viable (null)viable (null), viable (null), decreased resistance to chemicals (null), decreased invasive growth (null)
CR_03110W_A	Phenotype:viable (null)
CR_03120W_A	Ortholog of S. cerevisiae Mpm1; a mitochondrial intermembrane space protein of unknown function; Hap43- repressed; Spider biofilm induced
CR_03130W_A	Ortholog(s) have role in late endosome to vacuole transport via multivesicular body sorting pathway and Golgi apparatus, Vps55/Vps68 complex, fungal-type vacuole membrane, late endosome localization
CR_03140C_A	Phenotype:viable (null)viable (null)
CR_03150W_A	Phenotype:viable (null)viable (null)viable (null)
CR_03160W_A	Ortholog(s) have tRNA methyltransferase activity, role in tRNA methylation, wybutosine biosynthetic process and cytosol, nucleus localization
CR_03170W_A	Phenotype:viable (null)viable (null)viable (null)viable (null)
CR_03180W_A	Ortholog(s) have GTP binding, GTPase activity
CR_03200C_A	Phenotype:decreased virulence (repressible), viable (null), decreased resistance to chemicals (null)
CR_03210C_A	Phenotype:viable (null)
CR_03220C_A	Phenotype:viable (null)viable (null)
CR_03230W_A	Ortholog(s) have role in mRNA splicing, via spliceosome, maturation of SSU-rRNA, positive regulation of ATPase activity, positive regulation of helicase activity
CR_03240C_A	Phenotype:viable (null), normal biofilm formation (null)
CR_03250C_A	Protein of unknown function; Hap43-repressed; transcript increased in azole-resistant strain overexpressing CDR1 and CDR2; possibly regulated by Tac1; induced by Mnl1 in weak acid stress; flow model biofilm induced; Spider biofilm induced
CR_03260W_A	Phenotype:viable (null), viable (null)haploinsufficient (null)haploinsufficient (null), viable (null)haploinsufficient (null), abnormal colony appearance (null)
