Feature_name_mandatory	Aliases_multiples_separated_by_	Feature_type	Primary_CGDID	Secondary_CGDID_if_any	Date_Created	Sequence_Coordinate_Version_Date_if_any	Blank	Blank1	Date_of_gene_name_reservation_if_any	Has_the_reserved_gene_name_become_the_standard_name_YN	Name_of_S_cerevisiae_orthologs_multiples_separated_by_
C5_05450C_B		ORF	CAL0000184965		2014-06-24	2016-01-21	NA	NA		N	
C5_05460C_A	CAWG_04911|orf19.4046|C5_05460C_B|C5_05460C|orf19.11528|IPF23317.1|IPF7221.2|Contig4-3094_0001|orf6.4412|CA2491|CaO19.11528|CaO19.4046|IPF7221	ORF|Uncharacterized	CAL0000200680		2014-06-24	2016-01-21	NA	NA		N	
C5_05460C_B		ORF	CAL0000194607		2014-06-24	2016-01-21	NA	NA		N	
C5_05470W_A	CAWG_04912|orf19.4045|C5_05470W_B|C5_05470W|orf19.11527|orf6.4411|IPF23224.1|IPF7224.2|Contig4-2715_0009|CA2492|CaO19.11527|CaO19.4045|IPF7224	ORF|Verified	CAL0000174640		2014-06-24	2016-01-21	NA	NA		N	EBS1
C5_05470W_B		ORF	CAL0000194058		2014-06-24	2016-01-21	NA	NA		N	
C5_05480W_A	CAWG_04913|orf19.4048|C5_05480W_B|C5_05480W|orf19.11530|IPF23266.1|IPF7227.2|Contig4-2715_0008|orf6.4414|CA2493|CaO19.11530|CaO19.4048|IPF7227	ORF|Uncharacterized	CAL0000198792		2014-06-24	2016-01-21	NA	NA		N	
C5_05480W_B		ORF	CAL0000188878		2014-06-24	2016-01-21	NA	NA		N	
C5_05490C_A	CAWG_04914|orf19.4051|C5_05490C_B|C5_05490C|orf19.11533|IPF23244.1|IPF7230.2|Contig4-2715_0007|orf6.4417|CA2494|CaO19.11533|CaO19.4051	ORF|Uncharacterized	CAL0000190585		2014-06-24	2016-01-21	NA	NA		N	HTS1
C5_05490C_B		ORF	CAL0000178365		2014-06-24	2016-01-21	NA	NA		N	
C5_05500C_A	orf19.4054|C5_05500C_B|C5_05500C|orf19.11536|IPF23289.1|IPF7233.2|Contig4-2715_0005|orf6.1799|orf6.4420|CA2495|TLO12|CaO19.4054|CTA213|CaO19.11536	ORF|Verified	CAL0000175094		2014-06-24	2016-01-21	NA	NA		N	
C5_05500C_B		ORF	CAL0000190581		2014-06-24	2016-01-21	NA	NA		N	
C5_05510C_A	CAWG_04916|orf19.4055|C5_05510C_B|C5_05510C|orf19.11537|IPF23360.1|IPF3468.2|Contig4-2210_0004|orf6.4421|YBR075W|CA2496|CaO19.4055|CaO19.11537|IPF3468	ORF|Verified	CAL0000184194		2014-06-24	2016-01-21	NA	NA		N	
C5_05510C_B		ORF	CAL0000189267		2014-06-24	2016-01-21	NA	NA		N	
C6_00010W_A	orf19.6339|C6_00010W_B|C6_00010W|IPF27436.1|orf6.5532	ORF|Verified	CAL0000175169		2014-06-24	2014-06-24	NA	NA		N	
C6_00010W_B		ORF	CAL0000194830		2014-06-24	2014-06-24	NA	NA		N	
C6_00020W_A	CAWG_05352|orf19.6338|C6_00020W_B|C6_00020W|IPF27434.1|Contig4-2210_0003|Contig4-3079_0032|orf6.5531|CaO19.6338	ORF|Dubious	CAL0000195221		2014-06-24	2014-06-24	NA	NA		N	
C6_00020W_B		ORF	CAL0000180522		2014-06-24	2014-06-24	NA	NA		N	
C6_00030W_A	CAWG_05351|orf19.6337|C6_00030W_B|C6_00030W|IPF5711.1|IPF5712.1|Contig4-3048_0015|CA3298|TLO13b|CTA28.5f	ORF|Verified	CAL0000176226		2014-06-24	2016-01-21	NA	NA		N	
C6_00030W_B		ORF	CAL0000187263		2014-06-24	2016-01-21	NA	NA		N	
C6_00040W_A	orf19.6337.1|C6_00040W_B|C6_00040W	blocked_reading_frame	CAL0000174070		2014-06-24	2016-01-21	NA	NA		N	
C6_00040W_B		blocked_reading_frame	CAL0000197198		2014-06-24	2016-01-21	NA	NA		N	
C6_00050W_A	rho-6a|C6_00050W_B|C6_00050W|rho	long_terminal_repeat	CAL0000177877	CAF0007320	2014-06-24	2016-01-21	NA	NA		N	
C6_00050W_B		long_terminal_repeat	CAL0000194364		2014-06-24	2016-01-21	NA	NA		N	
C6_00060W_A	C6_00060W_B|C6_00060W	tRNA|Uncharacterized	CAL0000195811		2014-06-24	2016-01-21	NA	NA		N	
C6_00060W_B		tRNA	CAL0000181554		2014-06-24	2016-01-21	NA	NA		N	
C6_00070C_A	CAWG_05350|orf19.6336|C6_00070C_B|C6_00070C|orf19.7542|IPF5723.1|IPF5720.1|Contig4-3048_0011|orf6.5522|orf6.5529|CA3295|CaO19.6336|IPF5723|CA3296|IPF5723.exon2|IPF5723.exon1	ORF|Uncharacterized	CAL0000186851	CAL0000050	2014-06-24	2016-01-21	NA	NA		N	
C6_00070C_B		ORF	CAL0000196422		2014-06-24	2016-01-21	NA	NA		N	
C6_00080C_A	CAWG_05349|orf19.6329|C6_00080C_B|C6_00080C|IPF5723.1|IPF5720.1|Contig4-2795_0003|Contig4-2795_0004|orf6.5522|orf6.5529|CA3295|CaO19.6329|IPF5723|CA3296|IPF5723.exon2|IPF5723.exon1	ORF|Uncharacterized	CAL0000195336		2014-06-24	2016-01-21	NA	NA		N	
C6_00080C_B		ORF	CAL0000180640		2014-06-24	2016-01-21	NA	NA		N	
C6_00090W_A	CAWG_05348|orf19.6328|C6_00090W_B|C6_00090W|IPF5725.1|Contig4-2795_0007|orf6.5521|CA3294|CaO19.6328|IPF5725	ORF|Uncharacterized	CAL0000193085		2014-06-24	2016-01-21	NA	NA		N	SDH7
C6_00090W_B		ORF	CAL0000176468		2014-06-24	2016-01-21	NA	NA		N	
C6_00100C_A	CAWG_05347|orf19.6327|C6_00100C_B|C6_00100C|IPF5726.1|Contig4-2795_0008|orf6.5520|CA3293|CaO19.6327|IPF5726	ORF|Verified	CAL0000186002		2014-06-24	2016-01-21	NA	NA		N	
C6_00100C_B		ORF	CAL0000201669		2014-06-24	2016-01-21	NA	NA		N	
C6_00110C_A	CAWG_05346|orf19.6326|C6_00110C_B|C6_00110C|IPF5729.1|Contig4-2795_0009|orf6.5519|CA3292|CaO19.6326|IPF5729	ORF|Uncharacterized	CAL0000185865		2014-06-24	2016-01-21	NA	NA		N	
C6_00110C_B		ORF	CAL0000189562		2014-06-24	2016-01-21	NA	NA		N	
C6_00120W_A	CAWG_05345|orf19.6325.1|C6_00120W_B|C6_00120W|IPF5730.1|CA3291|IPF5730	ORF|Uncharacterized	CAL0000190819		2014-06-24	2016-01-21	NA	NA		N	MRX7
C6_00120W_B		ORF	CAL0000190723		2014-06-24	2016-01-21	NA	NA		N	
C6_00130C_A	CAWG_05344|orf19.6324|C6_00130C_B|C6_00130C|IPF5734.2|Contig4-2795_0012|orf6.5517|CA3290|CaO19.6324|IPF5734	ORF|Verified	CAL0000179484		2014-06-24	2016-01-21	NA	NA		N	VID27
C6_00130C_B		ORF	CAL0000200698		2014-06-24	2016-01-21	NA	NA		N	
C6_00140C_A	CAWG_05343|orf19.6323|C6_00140C_B|C6_00140C|IPF14291.1|Contig4-2795_0013|orf6.5516|CA3289|CaO19.6323|HPA3	ORF|Uncharacterized	CAL0000189823		2014-06-24	2016-01-21	NA	NA		N	HPA3
C6_00140C_B		ORF	CAL0000184417		2014-06-24	2016-01-21	NA	NA		N	
C6_00150W_A	CAWG_05342|orf19.6322|C6_00150W_B|C6_00150W|ARDH|ARD8|IPF14294.1|Contig4-2795_0014|orf6.5515|CA3288|ARD1|CaO19.6322	ORF|Verified	CAL0000174204		2014-06-24	2016-01-21	NA	NA		N	
C6_00150W_B		ORF	CAL0000190250		2014-06-24	2016-01-21	NA	NA		N	
C6_00160W_A	CAWG_05341|orf19.6321|C6_00160W_B|C6_00160W|orf6.5514|SPI1|IPF14295.1|Contig4-2795_0015|CA3287|CaO19.6321|IPF14295	ORF|Uncharacterized	CAL0000178188		2014-06-24	2016-01-21	NA	NA		N	
C6_00160W_B		ORF	CAL0000193451		2014-06-24	2016-01-21	NA	NA		N	
C6_00170C_A	CAWG_05340|orf19.6319|C6_00170C_B|C6_00170C|orf19.8766|IPF14298.2|orf6.815|orf6.5512|CA3286|orf19.1175|CaO19.6319|UBP3|UBP3.3eoc	ORF|Uncharacterized	CAL0000199093		2014-06-24	2016-01-21	NA	NA		N	UBP3
C6_00170C_B		ORF	CAL0000186664		2014-06-24	2016-01-21	NA	NA		N	
C6_00180C_A	CAWG_05339|orf19.1178|C6_00180C_B|C6_00180C|orf19.8768|IPF18909.2|IPF15133.2|Contig4-2980_0001|orf6.1743|orf6.818|CA6185|CaO19.1178|IPF15133	ORF|Uncharacterized	CAL0000182931		2014-06-24	2014-06-24	NA	NA		N	
C6_00180C_B		ORF	CAL0000174089		2014-06-24	2016-01-21	NA	NA		N	
C6_00190W_A	CAWG_05338|orf19.1177|C6_00190W_B|C6_00190W|orf19.8769|IPF26139.1|IPF15134.2|Contig4-2980_0004|orf6.1744|orf6.817|CA0192|RTT106|CaO19.1177|IPF15134	ORF|Uncharacterized	CAL0000189137		2014-06-24	2016-01-21	NA	NA		N	RTT106
C6_00190W_B		ORF	CAL0000180186		2014-06-24	2016-01-21	NA	NA		N	
C6_00200C_A	CAWG_05337|orf19.1179|C6_00200C_B|C6_00200C|orf6.819|IPF19608.1|IPF19609.1|orf6.1745|CA0674|CaO19.1179|IPF19608	ORF|Uncharacterized	CAL0000190131		2014-06-24	2016-01-21	NA	NA		N	
C6_00200C_B		ORF	CAL0000201769		2014-06-24	2016-01-21	NA	NA		N	
C6_00210W_A	CAWG_05336|orf19.1180|C6_00210W_B|C6_00210W|orf19.8771|IPF13098.2|IPF19848.2|Contig4-2980_0007|orf6.1746|orf6.820|CA0675|CaO19.1180|IPF13098|YER152C	ORF|Verified	CAL0000178822		2014-06-24	2016-01-21	NA	NA		N	YER152C
C6_00210W_B		ORF	CAL0000200256		2014-06-24	2016-01-21	NA	NA		N	
C6_00220C_A	LSU-G1431|C6_00220C_B|C6_00220C	snoRNA|Uncharacterized	CAL0000196025		2014-06-24	2016-01-21	NA	NA		N	
C6_00220C_B		snoRNA	CAL0000184180		2014-06-24	2016-01-21	NA	NA		N	
C6_00230W_A	CAWG_05335|orf19.1181|C6_00230W_B|C6_00230W|orf19.8772|IPF13097.2|IPF29548.1|Contig4-2980_0009|orf6.1747|CA0676|CaO19.8772|CaO19.1181|IPF13097	ORF|Uncharacterized	CAL0000198722		2014-06-24	2016-01-21	NA	NA		N	
C6_00230W_B		ORF	CAL0000193045		2014-06-24	2016-01-21	NA	NA		N	
C6_00240C_A	CAWG_05334|orf19.1182|C6_00240C_B|C6_00240C|orf19.8773|IPF13095.1|IPF13903.2|Contig4-2980_0011|orf6.1748|orf6.4619|CA0677|CaO19.1182|VAM7|IPF13095	ORF|Uncharacterized	CAL0000193320		2014-06-24	2016-01-21	NA	NA		N	VAM7
C6_00240C_B		ORF	CAL0000174338		2014-06-24	2016-01-21	NA	NA		N	
C6_00250W_A	CAWG_05333|orf19.1183|C6_00250W_B|C6_00250W|orf19.8774|IPF13094.1|IPF13902.1|Contig4-2980_0013|orf6.1749|orf6.4620|CA0678|CaO19.1183|IPF13094	ORF|Uncharacterized	CAL0000196053		2014-06-24	2016-01-21	NA	NA		N	YNL115C
C6_00250W_B		ORF	CAL0000191809		2014-06-24	2016-01-21	NA	NA		N	
C6_00260W_A	CAWG_05332|orf19.1185|C6_00260W_B|C6_00260W|orf19.8776|IPF13090.3|IPF13899.2|Contig4-2980_0017|Contig4-2980_0018|orf6.1751|orf6.4622|orf6.515|CA2646|CaO19.1185|IPF13089	ORF|Uncharacterized	CAL0000178323		2014-06-24	2016-01-21	NA	NA		N	DMA2
C6_00260W_B		ORF	CAL0000191569		2014-06-24	2016-01-21	NA	NA		N	
C6_00270W_A	CAWG_05331|orf19.1186|C6_00270W_B|C6_00270W|orf19.8777|IPF13897.2|IPF13088.1|Contig4-2980_0021|orf6.4623|orf6.516|CA2647|CaO19.1186|IPF13088	ORF|Uncharacterized	CAL0000201657		2014-06-24	2016-01-21	NA	NA		N	
C6_00270W_B		ORF	CAL0000180796		2014-06-24	2016-01-21	NA	NA		N	
C6_00280W_A	CAWG_05330|orf19.1187|C6_00280W_B|C6_00280W|orf19.8778|IPF13893.3|IPF9062.2|Contig4-2980_0027|orf6.4624|orf6.517|CA2648|CaO19.1187|IPF9062	ORF|Verified	CAL0000181382		2014-06-24	2016-01-21	NA	NA		N	HMS1
C6_00280W_B		ORF	CAL0000197456		2014-06-24	2016-01-21	NA	NA		N	
C6_00290W_A	CAWG_05329|orf19.1189|C6_00290W_B|C6_00290W|orf19.8780|IPF19121.2|IPF9057.2|Contig4-2980_0031|orf6.4626|orf6.861|CA2649|CaO19.1189|IPF9057	ORF|Uncharacterized	CAL0000188928		2014-06-24	2016-01-21	NA	NA		N	
C6_00290W_B		ORF	CAL0000177593		2014-06-24	2016-01-21	NA	NA		N	
C6_00300C_A	CAWG_05328|orf19.1190|C6_00300C_B|C6_00300C|orf19.8781|IPF9052.3|IPF13604.2|Contig4-3055_0026|orf6.4627|orf6.860|CA2650|CaO19.1190|VPH1	ORF|Verified	CAL0000189983		2014-06-24	2016-01-21	NA	NA		N	
C6_00300C_B		ORF	CAL0000174291		2014-06-24	2016-01-21	NA	NA		N	
C6_00310W_A	CAWG_05327|orf19.1191|C6_00310W_B|C6_00310W|orf19.8782|IPF26127.1|IPF13605.2|Contig4-3055_0024|orf6.4628|CA2651|HRD3|CaO19.8782|CaO19.1191	ORF|Uncharacterized	CAL0000187118		2014-06-24	2016-01-21	NA	NA		N	HRD3
C6_00310W_B		ORF	CAL0000188216		2014-06-24	2016-01-21	NA	NA		N	
C6_00320C_A	CAWG_05326|orf19.1192|C6_00320C_B|C6_00320C|orf19.8783|IPF26141.1|IPF15025.2|Contig4-3055_0023|orf6.2845|orf6.4629|CA2652|CaO19.1192|CaO19.8783	ORF|Uncharacterized	CAL0000193143		2014-06-24	2016-01-21	NA	NA		N	DNA2
C6_00320C_B		ORF	CAL0000182369		2014-06-24	2016-01-21	NA	NA		N	
C6_00330C_A	CAWG_05325|orf19.1193|C6_00330C_B|C6_00330C|orf19.8784|AGP1|IPF7152.2|IPF29546.1|Contig4-3055_0022|orf6.2846|orf6.4630|GNP2|CA1373|CaO19.1193	ORF|Uncharacterized	CAL0000180560	CAL0006537	2014-06-24	2016-01-21	NA	NA		N	AGP1
C6_00330C_B		ORF	CAL0000192653		2014-06-24	2016-01-21	NA	NA		N	
C6_00340C_A	CAWG_05324|orf19.1195|C6_00340C_B|C6_00340C|orf19.8786|IPF26128.1|IPF7154.2|Contig4-3055_0020|orf6.2848|CA1374|CaO19.1195|OCT1|MIP1|CaO19.8786	ORF|Uncharacterized	CAL0000183469		2014-06-24	2016-01-21	NA	NA		N	OCT1
C6_00340C_B		ORF	CAL0000196165		2014-06-24	2016-01-21	NA	NA		N	
C6_00350W_A	CAWG_05323|orf19.1196|C6_00350W_B|C6_00350W|orf19.8787|IPF7158.2|IPF29542.1|Contig4-3055_0016|Contig4-3055_0017|Contig4-3055_0018|orf6.2849|CA1375|CaO19.1196|IPF7158	ORF|Uncharacterized	CAL0000179865		2014-06-24	2016-01-21	NA	NA		N	PKH3
C6_00350W_B		ORF	CAL0000195994		2014-06-24	2016-01-21	NA	NA		N	
C6_00360C_A	CAWG_05322|orf19.1198|C6_00360C_B|C6_00360C|orf19.8789|IPF7159.2|IPF29549.1|Contig4-3055_0014|orf6.2851|orf6.2947|CA1376|CaO19.1198|IPF7159	ORF|Uncharacterized	CAL0000197724		2014-06-24	2016-01-21	NA	NA		N	MIX23
C6_00360C_B		ORF	CAL0000182060		2014-06-24	2016-01-21	NA	NA		N	
C6_00370C_A	CAWG_05321|orf19.1199|C6_00370C_B|C6_00370C|orf19.8790|IPF18691.2|IPF7161.1|NOP58|Contig4-3055_0011|Contig4-3055_0012|orf6.2852|orf6.2946|CA1438|CaO19.1199	ORF|Verified	CAL0000190357		2014-06-24	2016-01-21	NA	NA		N	NOP58
C6_00370C_B		ORF	CAL0000175106		2014-06-24	2016-01-21	NA	NA		N	
C6_00380C_A	CAWG_05320|orf19.1200|C6_00380C_B|C6_00380C|orf19.8791|IPF26140.1|IPF7163.1|Contig4-3055_0009|orf6.2945|CA1437|CaO19.1200|CaO19.8791|IPF7163	ORF|Uncharacterized	CAL0000192792		2014-06-24	2016-01-21	NA	NA		N	
C6_00380C_B		ORF	CAL0000185062		2014-06-24	2016-01-21	NA	NA		N	
C6_00390W_A	CAWG_05319|orf19.1201|C6_00390W_B|C6_00390W|orf19.8792|IPF26135.1|IPF7165.1|Contig4-3055_0008|orf6.2944|CA1436|CaO19.1201|DIA4|IPF7165	ORF|Uncharacterized	CAL0000178091		2014-06-24	2016-01-21	NA	NA		N	DIA4
C6_00390W_B		ORF	CAL0000190113		2014-06-24	2016-01-21	NA	NA		N	
C6_00400C_A	CAWG_05318|orf19.1202|C6_00400C_B|C6_00400C|orf19.8793|IPF26137.1|IPF7166.2|Contig4-3055_0007|orf6.2943|CA1435|CaO19.1202|IPF7166	ORF|Uncharacterized	CAL0000179379		2014-06-24	2016-01-21	NA	NA		N	
C6_00400C_B		ORF	CAL0000187883		2014-06-24	2016-01-21	NA	NA		N	
C6_00410C_A	CAWG_05317|orf19.1203|C6_00410C_B|C6_00410C|orf19.8794|IPF26148.1|IPF12463.2|Contig4-3055_0006|orf6.2942|CA1434|CaO19.1203|CaO19.8794|SNI2	ORF|Uncharacterized	CAL0000180340		2014-06-24	2016-01-21	NA	NA		N	SRO77
C6_00410C_B		ORF	CAL0000193089		2014-06-24	2016-01-21	NA	NA		N	
C6_00420W_A	CAWG_05316|orf19.1203.1|C6_00420W_B|C6_00420W|IPF26149.1|IPF12464.1|Contig4-3055_0003|orf6.2151|CA1433|IPF12464	ORF|Verified	CAL0000175581		2014-06-24	2016-01-21	NA	NA		N	
C6_00420W_B		ORF	CAL0000191155		2014-06-24	2016-01-21	NA	NA		N	
C6_00430C_A	CAWG_05315|orf19.1204|C6_00430C_B|C6_00430C|orf19.8795|IPF26134.1|IPF12465.2|Contig4-3055_0002|orf6.2941|CA1432|CaO19.8795|APM3|CaO19.1204	ORF|Uncharacterized	CAL0000182959		2014-06-24	2016-01-21	NA	NA		N	APM3
C6_00430C_B		ORF	CAL0000195729		2014-06-24	2016-01-21	NA	NA		N	
C6_00440C_A	CAWG_05314|orf19.4215|C6_00440C_B|C6_00440C|orf19.11691|orf19.8797|orf6.5006|orf6.2939|IPF26138.1|IPF12467.2|IPF23068.1|IPF17039.1|FET5|FET34.3eoc|CA1431|CA2920|orf19.1206|FET35|FET5.5eoc	ORF|Verified	CAL0000192466		2014-06-24	2016-01-21	NA	NA		N	FET3
C6_00440C_B		ORF	CAL0000176464		2014-06-24	2016-01-21	NA	NA		N	
C6_00450C_A	CAWG_05313|orf19.4214|C6_00450C_B|C6_00450C|orf19.11690|IPF17037|IPF23070.1|IPF17037.2|orf6.5007|CA2921|CaO19.4214|CaO19.11690	ORF|Dubious	CAL0000174454		2014-06-24	2016-01-21	NA	NA		N	
C6_00450C_B		ORF	CAL0000189459		2014-06-24	2016-01-21	NA	NA		N	
C6_00460C_A	CAWG_05312|FET31|orf19.4213|C6_00460C_B|C6_00460C|FET33|IPF17035.2|IPF11903.2|orf6.789|CA2922|CaO19.4213|orf6.5008	ORF|Verified	CAL0000183587		2014-06-24	2016-01-21	NA	NA		N	FET5
C6_00460C_B		ORF	CAL0000196114		2014-06-24	2016-01-21	NA	NA		N	
C6_00470C_A	orf19.4212|C6_00470C_B|C6_00470C|orf19.11689|orf6.5009|FET32|IPF11905.2|IPF17401.3|Contig4-2671_0004|Contig4-2671_0005|orf6.790|CA2923|CaO19.4212	ORF|Verified	CAL0000196488		2014-06-24	2016-01-21	NA	NA		N	
C6_00470C_B		ORF	CAL0000184013		2014-06-24	2016-01-21	NA	NA		N	
C6_00480C_A	CAWG_05310|FET3|orf19.4211|C6_00480C_B|C6_00480C|orf19.11687|FET33|IPF11908.2|IPF19406.2|Contig4-2671_0009|Contig4-2671_0010|orf6.176|orf6.5010|CA2924|CaO19.4211|CaO19.11687	ORF|Verified	CAL0000197324		2014-06-24	2016-01-21	NA	NA		N	
C6_00480C_B		ORF	CAL0000194834		2014-06-24	2016-01-21	NA	NA		N	
C6_00490W_A	CAWG_05309|orf19.4210|C6_00490W_B|C6_00490W|orf19.11686|IPF23064.1|IPF7827.2|Contig4-2854_0022|orf6.5011|CA2925|CaO19.4210|CaO19.11686|IPF7827	ORF|Uncharacterized	CAL0000193235		2014-06-24	2016-01-21	NA	NA		N	CLD1
C6_00490W_B		ORF	CAL0000177539		2014-06-24	2016-01-21	NA	NA		N	
C6_00500C_A	CAWG_05308|orf19.4209|C6_00500C_B|C6_00500C|orf19.11685|IPF23065.1|IPF7830.2|Contig4-2854_0019|orf6.5012|CA2926|UBA3|CaO19.11685|CaO19.4209	ORF|Uncharacterized	CAL0000175918		2014-06-24	2016-01-21	NA	NA		N	UBA3
C6_00500C_B		ORF	CAL0000192707		2014-06-24	2016-01-21	NA	NA		N	
C6_00510C_A	CAWG_05307|orf19.4208|C6_00510C_B|C6_00510C|orf19.11684|IPF23060.1|IPF7833.2|Contig4-2854_0016|orf6.5013|CA2927|CaO19.4208|CaO19.11684	ORF|Verified	CAL0000180590		2014-06-24	2016-01-21	NA	NA		N	RAD52
C6_00510C_B		ORF	CAL0000200058		2014-06-24	2016-01-21	NA	NA		N	
C6_00520W_A	orf19.4207|C6_00520W_B|C6_00520W|orf19.11683|orf6.5014|CaO19.11683|CaO19.4207|calb_CGOB_00001	ORF|Uncharacterized	CAL0000192018		2014-06-24	2016-01-21	NA	NA		N	
C6_00520W_B	CAWG_05306	ORF	CAL0000196570		2014-06-24	2016-01-21	NA	NA		N	
C6_00530C_A	CAWG_05305|orf19.4205.1|C6_00530C_B|C6_00530C|IPF23056.1|IPF7835.1|Contig4-2854_0013|CA2928|SME1	ORF|Uncharacterized	CAL0000200122		2014-06-24	2016-01-21	NA	NA		N	SME1
C6_00530C_B		ORF	CAL0000187490		2014-06-24	2016-01-21	NA	NA		N	
C6_00540W_A	CAWG_05304|orf19.4206|C6_00540W_B|C6_00540W|orf19.11682|IPF23059.1|IPF7838.1|Contig4-2854_0012|orf6.5015|CA2929|CaO19.11682|MUS81|CaO19.4206|IPF7838	ORF|Uncharacterized	CAL0000174024		2014-06-24	2016-01-21	NA	NA		N	MUS81
C6_00540W_B		ORF	CAL0000189859		2014-06-24	2016-01-21	NA	NA		N	
C6_00550W_A	CAWG_05303|orf19.4204|C6_00550W_B|C6_00550W|orf19.11680|IPF23066.1|IPF7840.1|Contig4-2854_0009|orf6.5017|CA2930|CaO19.4204|PET123|CaO19.11680|IPF7840	ORF|Uncharacterized	CAL0000175745		2014-06-24	2016-01-21	NA	NA		N	PET123
C6_00550W_B		ORF	CAL0000177783		2014-06-24	2016-01-21	NA	NA		N	
C6_00560W_A	CAWG_05302|orf19.4203|C6_00560W_B|C6_00560W|orf19.11679|IPF23058.1|IPF7841.2|Contig4-2854_0008|orf6.5018|CA2931|NDC1|CaO19.11679|CaO19.4203|IPF7841	ORF|Uncharacterized	CAL0000193069		2014-06-24	2016-01-21	NA	NA		N	NDC1
C6_00560W_B		ORF	CAL0000180514		2014-06-24	2016-01-21	NA	NA		N	
C6_00570C_A	CAWG_05301|orf19.4201|C6_00570C_B|C6_00570C|orf19.11677|IPF7842.1|IPF28496.1|Contig4-2854_0007|orf6.5020|CA2932|CaO19.4201|CaO19.11677	ORF|Uncharacterized	CAL0000198193		2014-06-24	2016-01-21	NA	NA		N	NHX1
C6_00570C_B		ORF	CAL0000187394		2014-06-24	2016-01-21	NA	NA		N	
C6_00580W_A	CAWG_05300|orf19.4200|C6_00580W_B|C6_00580W|orf19.11676|IPF23075.1|IPF28499.1|orf6.2735|orf6.5021|CaO19.4200	ORF|Dubious	CAL0000192598		2014-06-24	2016-01-21	NA	NA		N	
C6_00580W_B		ORF	CAL0000197266		2014-06-24	2016-01-21	NA	NA		N	
C6_00590W_A	CAWG_05299|orf19.4199|C6_00590W_B|C6_00590W|orf19.11675|IPF15071.3|IPF12346.2|Contig4-2426_0006|orf6.2736|orf6.5022|CA1300|CaO19.4199	ORF|Uncharacterized	CAL0000178160		2014-06-24	2016-01-21	NA	NA		N	SLY41
C6_00590W_B		ORF	CAL0000194676		2014-06-24	2016-01-21	NA	NA		N	
C6_00600C_A	CAWG_05298|orf19.4197|C6_00600C_B|C6_00600C|orf19.11673|IPF23067.1|IPF12348.2|Contig4-2426_0005|orf6.2738|CA1301|CaO19.4197|CaO19.11673	ORF|Verified	CAL0000182355		2014-06-24	2016-01-21	NA	NA		N	YHM2
C6_00600C_B		ORF	CAL0000193413		2014-06-24	2016-01-21	NA	NA		N	
C6_00610C_A	orf19.4196|C6_00610C_B|C6_00610C|IPF18710.1|orf6.2739|CaO19.4196	ORF|Dubious	CAL0000182717		2014-06-24	2016-01-21	NA	NA		N	
C6_00610C_B		ORF	CAL0000189192		2014-06-24	2016-01-21	NA	NA		N	
C6_00620W_A	CAWG_05296|orf19.4195.1|C6_00620W_B|C6_00620W|FCY1|IPF12349.1|IPF13513.1|Contig4-2373_0001|Contig4-2426_0003|CA1302|FCA1.3	ORF|Verified	CAL0000189710		2014-06-24	2016-01-21	NA	NA		N	FCY1
C6_00620W_B		ORF	CAL0000187374		2014-06-24	2016-01-21	NA	NA		N	
C6_00630W_A	CAWG_05295|orf19.4195|C6_00630W_B|C6_00630W|orf19.11672|IPF23072.1|IPF28497.1|Contig4-2373_0003|Contig4-2426_0002|orf6.2740|orf6.652|CaO19.4195	ORF|Uncharacterized	CAL0000198148		2014-06-24	2016-01-21	NA	NA		N	
C6_00630W_B		ORF	CAL0000194101		2014-06-24	2016-01-21	NA	NA		N	
C6_00640C_A	CAWG_05294|orf19.4194|C6_00640C_B|C6_00640C|orf19.11671|IPF12351.3|IPF13511.2|Contig4-2373_0004|Contig4-2373_0005|Contig4-2426_0007|orf6.2741|orf6.651|CA1303|CaO19.4194|TFB4	ORF|Uncharacterized	CAL0000195519		2014-06-24	2016-01-21	NA	NA		N	TFB4
C6_00640C_B		ORF	CAL0000176991		2014-06-24	2016-01-21	NA	NA		N	
C6_00650C_A	CAWG_05293|orf19.4193.1|C6_00650C_B|C6_00650C|IPF23071.1|IPF13509.2|Contig4-2373_0006|CA1304|RPS13.3	ORF|Verified	CAL0000187390		2014-06-24	2016-01-21	NA	NA		N	RPS13
C6_00650C_B		ORF	CAL0000195412		2014-06-24	2016-01-21	NA	NA		N	
C6_00660C_A	CAWG_05292|orf19.4193|C6_00660C_B|C6_00660C|orf19.11670|IPF23074.1|IPF13508.2|Contig4-2373_0007|orf6.2742|CA1305|CaO19.11670|CaO19.4193|IPF13508.3f|IPF13508	ORF|Alternatively spliced|Uncharacterized	CAL0000192861		2014-06-24	2016-01-21	NA	NA		N	AIM7
C6_00660C_B		ORF	CAL0000190485		2014-06-24	2016-01-21	NA	NA		N	
C6_00670W_A	CAWG_05291|orf19.4192|C6_00670W_B|C6_00670W|orf19.11669|IPF23063.1|IPF13507.2|Contig4-2373_0009|orf6.2743|CA1306|CDC14.3	ORF|Verified	CAL0000180943		2014-06-24	2016-01-21	NA	NA		N	CDC14
C6_00670W_B		ORF	CAL0000189925		2014-06-24	2016-01-21	NA	NA		N	
C6_00680C_A	orf19.4192.1|C6_00680C_B|C6_00680C	ORF|Uncharacterized	CAL0000186399		2014-06-24	2016-01-21	NA	NA		N	
C6_00680C_B		ORF	CAL0000185058		2014-06-24	2016-01-21	NA	NA		N	
